Word,POS Tag,Error,ref,Hawkins,Ntype,Abstract
apply,VERB,-,-,-,-,-
for,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
job,NOUN,correct,ref,anaphoric,sing,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
believe,VERB,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
the,DET,-,-,-,-,-
perfect,ADJ,-,-,-,-,-
candidate,NOUN,-,-,-,-,-
for,ADP,-,-,-,-,-
fitness,NOUN,correct,ref,indef,mass,abstr
trainer,NOUN,error,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
have,AUX,-,-,-,-,-
had,VERB,-,-,-,-,-
three,NUM,-,-,-,-,-
years,NOUN,-,-,-,-,-
experience,NOUN,correct,ref,indef,mass,abstr
in,ADP,-,-,-,-,-
this,DET,-,-,-,-,-
field,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
can,AUX,-,-,-,-,-
assess,VERB,-,-,-,-,-
needs,NOUN,error,nonref,explanatory,pl,abstr
and,CCONJ,-,-,-,-,-
abilities,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
individuals,NOUN,correct,nonref,indef,pl,concr
through,SCONJ,-,-,-,-,-
carrying,VERB,-,-,-,-,-
out,ADP,-,-,-,-,-
finness,NOUN,-,-,-,-,-
tests,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
check,VERB,-,-,-,-,-
blood,NOUN,-,-,-,-,-
presure,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
heart,NOUN,-,-,-,-,-
rate,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
lung,NOUN,-,-,-,-,-
capacity,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
passion,NOUN,correct,ref,explanatory,sing,abstr
to,PART,-,-,-,-,-
have,VERB,-,-,-,-,-
individuals,NOUN,correct,nonref,indef,pl,concr
love,VERB,-,-,-,-,-
exercise,NOUN,correct,nonref,indef,mass,abstr
and,CCONJ,-,-,-,-,-
think,VERB,-,-,-,-,-
exercise,NOUN,correct,nonref,indef,mass,abstr
is,AUX,-,-,-,-,-
fun,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
them,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
can,AUX,-,-,-,-,-
provide,VERB,-,-,-,-,-
advice,NOUN,-,-,-,-,-
to,ADP,-,-,-,-,-
individuals,NOUN,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
correct,ADJ,-,-,-,-,-
technique,NOUN,-,-,-,-,-
of,SCONJ,-,-,-,-,-
exercising,VERB,-,-,-,-,-
with,ADP,-,-,-,-,-
weightlifting,NOUN,-,-,-,-,-
equipment,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
exercise,NOUN,correct,nonref,indef,mass,abstr
bikes,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
other,ADJ,-,-,-,-,-
exercise,NOUN,-,-,-,-,-
machines,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
ability,NOUN,correct,ref,explanatory,sing,abstr
to,PART,-,-,-,-,-
show,VERB,-,-,-,-,-
individuals,NOUN,-,-,-,-,-
exercise,NOUN,-,-,-,-,-
can,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
only,ADV,-,-,-,-,-
change,VERB,-,-,-,-,-
their,PRON,-,-,-,-,-
physical,ADJ,-,-,-,-,-
health,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
change,VERB,-,-,-,-,-
their,PRON,-,-,-,-,-
emotion,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
mental,ADJ,-,-,-,-,-
health,NOUN,-,-,-,-,-
too,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
got,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
certificates,NOUN,error,ref,indef,pl,concr
such,ADJ,-,-,-,-,-
as,ADP,-,-,-,-,-
ACE,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
CPR,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
AED,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
so,ADV,-,-,-,-,-
on,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
was,AUX,-,-,-,-,-
graduated,VERB,-,-,-,-,-
from,ADP,-,-,-,-,-
Long,ADJ,-,-,-,-,-
Island,PROPN,-,-,-,-,-
University,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
Bachelor,PROPN,-,-,-,-,-
degree,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
physical,ADJ,-,-,-,-,-
health,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
fitness,NOUN,-,-,-,-,-
education,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
skills,NOUN,correct,ref,explanatory,pl,abstr
of,ADP,-,-,-,-,-
excellent,ADJ,-,-,-,-,-
level,NOUN,error,ref,indef,sing,abstr
of,ADP,-,-,-,-,-
fitness,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
enthusiastic,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
outgong,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
motivating,VERB,-,-,-,-,-
personality,NOUN,error,ref,indef,sing,abstr
",",PUNCT,-,-,-,-,-
excellent,ADJ,-,-,-,-,-
communication.%%,NOUN,-,-,-,-,-
Thank,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
for,ADP,-,-,-,-,-
your,PRON,-,-,-,-,-
time,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
Cathy,PROPN,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Dear,ADJ,-,-,-,-,-
Mr.,PROPN,-,-,-,-,-
Harry,PROPN,-,-,-,-,-
Martin,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
working,VERB,-,-,-,-,-
for,ADP,-,-,-,-,-
more,ADJ,-,-,-,-,-
than,ADP,-,-,-,-,-
7,NUM,-,-,-,-,-
years,NOUN,-,-,-,-,-
as,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
P.E.,PROPN,-,-,-,-,-
Teacher,PROPN,-,-,-,-,-
in,ADP,-,-,-,-,-
Strathmore,PROPN,-,-,-,-,-
High,ADJ,-,-,-,-,-
School,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
teaching,VERB,-,-,-,-,-
kids,NOUN,-,-,-,-,-
13,NUM,-,-,-,-,-
-17,NUM,-,-,-,-,-
years,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
age,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
sports,NOUN,-,-,-,-,-
such,ADJ,-,-,-,-,-
as,ADP,-,-,-,-,-
basketball,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
tennis,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
swimming,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
baseball,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
great,ADJ,-,-,-,-,-
experience,NOUN,correct,pred/prop,indef,sing,abstr
to,PART,-,-,-,-,-
work,VERB,-,-,-,-,-
with,ADP,-,-,-,-,-
teenager,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
want,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
back,ADV,-,-,-,-,-
into,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
sports,NOUN,-,-,-,-,-
center,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
work,VERB,-,-,-,-,-
there,ADV,-,-,-,-,-
as,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
Personal,ADJ,-,-,-,-,-
Trainer,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
as,SCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
did,AUX,-,-,-,-,-
before,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
worked,VERB,-,-,-,-,-
3,NUM,-,-,-,-,-
years,NOUN,-,-,-,-,-
as,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
Personal,ADJ,-,-,-,-,-
Trainer,PROPN,-,-,-,-,-
in,ADP,-,-,-,-,-
 ,PROPN,-,-,-,-,-
PKO,PROPN,-,-,-,-,-
Body,PROPN,-,-,-,-,-
Centre.?I,PROPN,-,-,-,-,-
have,AUX,-,-,-,-,-
long,ADV,-,-,-,-,-
aspired,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
become,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
fitness,NOUN,correct,nonref,indef,mass,abstr
instructor.?I,PRON,-,-,-,-,-
believe,VERB,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
 ,INTJ,-,-,-,-,-
a,DET,-,-,-,-,-
great,ADJ,-,-,-,-,-
motivation,NOUN,correct,pred/prop,indef,sing,abstr
to,ADP,-,-,-,-,-
my,PRON,-,-,-,-,-
clients,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
great,ADJ,-,-,-,-,-
passion,NOUN,correct,ref,indef,sing,abstr
for,SCONJ,-,-,-,-,-
showing,VERB,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
clientele,NOUN,correct,nonref,indef,mass,concr
that,SCONJ,-,-,-,-,-
fitness,NOUN,-,-,-,-,-
can,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
fun,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
believe,VERB,-,-,-,-,-
I,PRON,-,-,-,-,-
will,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
remarkable,ADJ,-,-,-,-,-
asset,NOUN,correct,pred/prop,indef,sing,abstr
to,ADP,-,-,-,-,-
my,PRON,-,-,-,-,-
local,ADJ,-,-,-,-,-
sports,NOUN,-,-,-,-,-
centre,NOUN,correct,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
?,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
only,ADV,-,-,-,-,-
skilled,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
desire,NOUN,correct,ref,indef,sing,abstr
to,PART,-,-,-,-,-
help,VERB,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
that,PRON,-,-,-,-,-
 ,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
less,ADV,-,-,-,-,-
fortunate,ADJ,-,-,-,-,-
than,ADP,-,-,-,-,-
me,PRON,-,-,-,-,-
too,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Best,ADJ,-,-,-,-,-
regards,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Cottage,NOUN,-,-,-,-,-
E,NOUN,-,-,-,-,-
200.000,NUM,-,-,-,-,-
This,PRON,-,-,-,-,-
would,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
nice,ADJ,-,-,-,-,-
property,NOUN,correct,pred/prop,indef,sing,concr
because,SCONJ,-,-,-,-,-
the,DET,-,-,-,-,-
local,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
But,CCONJ,-,-,-,-,-
its,PRON,-,-,-,-,-
not,PART,-,-,-,-,-
appropriate,ADJ,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
request,NOUN,correct,ref,explanatory,sing,abstr
of,ADP,-,-,-,-,-
Blight,PROPN,-,-,-,-,-
family,NOUN,error,ref,explanatory,sing,concr
",",PUNCT,-,-,-,-,-
because,SCONJ,-,-,-,-,-
it,PRON,-,-,-,-,-
has,VERB,-,-,-,-,-
only,ADV,-,-,-,-,-
one,NUM,-,-,-,-,-
-,PUNCT,-,-,-,-,-
bedroom,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
needs,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
construct,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
new,ADJ,-,-,-,-,-
roof,NOUN,correct,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Hamilton,PROPN,-,-,-,-,-
House,PROPN,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
E,PROPN,-,-,-,-,-
"1,5",NUM,-,-,-,-,-
million,NUM,-,-,-,-,-
This,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
big,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
old,ADJ,-,-,-,-,-
house,NOUN,correct,pred/prop,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
location,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
that,SCONJ,-,-,-,-,-
Blight,PROPN,-,-,-,-,-
family,NOUN,error,ref,explanatory,sing,concr
would,AUX,-,-,-,-,-
like,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
property,NOUN,correct,ref,anaphoric,sing,concr
has,VERB,-,-,-,-,-
five,NUM,-,-,-,-,-
-,PUNCT,-,-,-,-,-
bedroom,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
its,PRON,-,-,-,-,-
sea,NOUN,-,-,-,-,-
front,NOUN,-,-,-,-,-
located,VERB,-,-,-,-,-
and,CCONJ,-,-,-,-,-
has,VERB,-,-,-,-,-
big,ADJ,-,-,-,-,-
land,NOUN,correct,ref,indef,mass,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
But,CCONJ,-,-,-,-,-
it,PRON,-,-,-,-,-
request,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
lot,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
restorations,NOUN,-,-,-,-,-
that,PRON,-,-,-,-,-
they,PRON,-,-,-,-,-
did,AUX,-,-,-,-,-
nt,PART,-,-,-,-,-
want,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
do,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
New,ADJ,-,-,-,-,-
Apartments,PROPN,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
E160.000,NUM,-,-,-,-,-
each,DET,-,-,-,-,-
Good,ADJ,-,-,-,-,-
building,NOUN,-,-,-,-,-
apartments,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
3,NUM,-,-,-,-,-
x,SYM,-,-,-,-,-
2,NUM,-,-,-,-,-
bedroom,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
bay,PROPN,-,-,-,-,-
views,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
ground,NOUN,-,-,-,-,-
floor,NOUN,-,-,-,-,-
front,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
bay,NOUN,-,-,-,-,-
views,NOUN,-,-,-,-,-
from,ADP,-,-,-,-,-
balconies,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Spacious,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
bright,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
new,ADJ,-,-,-,-,-
residences,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
separate,ADJ,-,-,-,-,-
entrances,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Good,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
investment,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Villa,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
Business,PROPN,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
E,PROPN,-,-,-,-,-
450.000,NUM,-,-,-,-,-
This,DET,-,-,-,-,-
luxurious,ADJ,-,-,-,-,-
property,NOUN,correct,id_pred,situational,sing,concr
is,AUX,-,-,-,-,-
an,DET,-,-,-,-,-
wonderful,ADJ,-,-,-,-,-
opportunity,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
invest,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Is,AUX,-,-,-,-,-
an,DET,-,-,-,-,-
existing,VERB,-,-,-,-,-
and,CCONJ,-,-,-,-,-
very,ADV,-,-,-,-,-
successful,ADJ,-,-,-,-,-
holiday,NOUN,-,-,-,-,-
rental,NOUN,-,-,-,-,-
business,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
located,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
quiet,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
traditional,ADJ,-,-,-,-,-
corner,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
town,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
bay,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
village,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
mountain,NOUN,-,-,-,-,-
scapes,NOUN,-,-,-,-,-
surrounding,VERB,-,-,-,-,-
it.%%,NOUN,-,-,-,-,-
-,PUNCT,-,-,-,-,-
3,NUM,-,-,-,-,-
apartments,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
1,NUM,-,-,-,-,-
studio,NOUN,-,-,-,-,-
-,PUNCT,-,-,-,-,-
Roof,NOUN,-,-,-,-,-
terrace,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
verandas,NOUN,-,-,-,-,-
BBQ,NOUN,-,-,-,-,-
-,PUNCT,-,-,-,-,-
All,DET,-,-,-,-,-
the,DET,-,-,-,-,-
rooms,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
furniture,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
No,DET,-,-,-,-,-
restorations,NOUN,-,-,-,-,-
are,AUX,-,-,-,-,-
necessary,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
the,DET,-,-,-,-,-
property,NOUN,-,-,-,-,-
that,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
good,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
Blight,PROPN,-,-,-,-,-
family,NOUN,correct,ref,explanatory,sing,concr
despite,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
price,NOUN,correct,ref,anaphoric,sing,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
DC,PROPN,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
The,DET,-,-,-,-,-
first,ADJ,-,-,-,-,-
abode,NOUN,correct,ref,situational,sing,concr
is,AUX,-,-,-,-,-
situated,VERB,-,-,-,-,-
on,ADP,-,-,-,-,-
Ithaca,PROPN,-,-,-,-,-
island,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
There,PRON,-,-,-,-,-
is,VERB,-,-,-,-,-
no,DET,-,-,-,-,-
need,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
renovate,VERB,-,-,-,-,-
this,DET,-,-,-,-,-
cottage,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
because,SCONJ,-,-,-,-,-
it,PRON,-,-,-,-,-
has,AUX,-,-,-,-,-
been,AUX,-,-,-,-,-
already,ADV,-,-,-,-,-
done,VERB,-,-,-,-,-
recently,ADV,-,-,-,-,-
--,PUNCT,-,-,-,-,-
it,PRON,-,-,-,-,-
has,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
new,ADJ,-,-,-,-,-
bathroom,NOUN,correct,ref,indef,sing,concr
and,CCONJ,-,-,-,-,-
roof,NOUN,-,-,-,-,-
;,PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
there,PRON,-,-,-,-,-
is,VERB,-,-,-,-,-
only,ADV,-,-,-,-,-
1,NUM,-,-,-,-,-
bedroom,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
it,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,DET,-,-,-,-,-
cottage,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
rather,ADV,-,-,-,-,-
cheap,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
may,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
good,ADJ,-,-,-,-,-
investment,NOUN,correct,pred/prop,indef,sing,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
other,ADJ,-,-,-,-,-
item,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
fascinating,VERB,-,-,-,-,-
Hamilton,PROPN,-,-,-,-,-
House,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
situated,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
Kioni,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
Ithaca,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
There,PRON,-,-,-,-,-
was,VERB,-,-,-,-,-
no,DET,-,-,-,-,-
restoration,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
house,NOUN,correct,ref,anaphoric,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,DET,-,-,-,-,-
house,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
situated,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
most,ADV,-,-,-,-,-
picturesque,ADJ,-,-,-,-,-
villages,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
Ithaca,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
have,VERB,-,-,-,-,-
enough,ADJ,-,-,-,-,-
land,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
build,VERB,-,-,-,-,-
another,DET,-,-,-,-,-
abode,NOUN,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
seafront,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
rather,ADV,-,-,-,-,-
spacious,ADJ,-,-,-,-,-
house,NOUN,error,pred/prop,indef,sing,concr
for,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
big,ADJ,-,-,-,-,-
family,NOUN,correct,nonref,indef,sing,concr
--,PUNCT,-,-,-,-,-
it,PRON,-,-,-,-,-
has,VERB,-,-,-,-,-
4,NUM,-,-,-,-,-
bedrooms,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
sitting,NOUN,-,-,-,-,-
room,NOUN,error,ref,indef,sing,concr
",",PUNCT,-,-,-,-,-
2,NUM,-,-,-,-,-
bathrooms,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
hall,NOUN,error,ref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Another,DET,-,-,-,-,-
appartments,NOUN,-,-,-,-,-
available,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
sale,NOUN,-,-,-,-,-
have,VERB,-,-,-,-,-
2,NUM,-,-,-,-,-
bedrooms,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,DET,-,-,-,-,-
property,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
ideal,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
investors,NOUN,correct,nonref,indef,pl,concr
on,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
Greek,ADJ,-,-,-,-,-
Island,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Appartments,NOUN,-,-,-,-,-
may,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
fitted,VERB,-,-,-,-,-
with,ADP,-,-,-,-,-
what,PRON,-,-,-,-,-
you,PRON,-,-,-,-,-
would,AUX,-,-,-,-,-
like,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
last,ADJ,-,-,-,-,-
one,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
luxurious,ADJ,-,-,-,-,-
property,NOUN,correct,pred/prop,indef,sing,concr
and,CCONJ,-,-,-,-,-
also,ADV,-,-,-,-,-
a,DET,-,-,-,-,-
wonderful,ADJ,-,-,-,-,-
opportunity,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
invest,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
ideal,ADJ,-,-,-,-,-
both,CCONJ,-,-,-,-,-
for,ADP,-,-,-,-,-
holiday,NOUN,-,-,-,-,-
spending,NOUN,correct,nonref,indef,mass,abstr
and,CCONJ,-,-,-,-,-
for,ADP,-,-,-,-,-
rental,ADJ,-,-,-,-,-
business,NOUN,correct,nonref,indef,mass,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
villa,NOUN,correct,ref,anaphoric,sing,concr
has,VERB,-,-,-,-,-
3,NUM,-,-,-,-,-
appartments,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
1,NUM,-,-,-,-,-
studio,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
situated,VERB,-,-,-,-,-
near,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
city,NOUN,-,-,-,-,-
