Word,POS Tag,def,ref,Hawkins
-,-,-,-,-
This,PRON,-,-,-
will,AUX,-,-,-
mean,VERB,-,-,-
a,DET,-,-,-
lot,NOUN,-,-,-
for,ADP,-,-,-
my,PRON,-,-,-
family,NOUN,-,-,-
",",PUNCT,-,-,-
and,CCONJ,-,-,-
when,ADV,-,-,-
I,PRON,-,-,-
get,VERB,-,-,-
in,ADP,-,-,-
to,ADP,-,-,-
the,DET,-,-,-
college,NOUN,-,-,-
will,AUX,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
big,ADJ,-,-,-
indef,ref,indef,,
at,ADP,-,-,-
my,PRON,-,-,-
house,NOUN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
hope,VERB,-,-,-
to,PART,-,-,-
ingres,VERB,-,-,-
at,ADP,-,-,-
the,DET,-,-,-
college,NOUN,-,-,-
very,ADV,-,-,-
fast,ADJ,-,-,-
becouse,SCONJ,-,-,-
in,ADP,-,-,-
my,PRON,-,-,-
city,NOUN,-,-,-
is,AUX,-,-,-
very,ADV,-,-,-
hard,ADJ,-,-,-
to,PART,-,-,-
get,VERB,-,-,-
in,ADV,-,-,-
",",PUNCT,-,-,-
indef,nonref,indef,,
is,AUX,-,-,-
a,DET,-,-,-
cousre,NOUN,-,-,-
that,PRON,-,-,-
has,VERB,-,-,-
a,DET,-,-,-
lot,NOUN,-,-,-
of,ADP,-,-,-
competicion,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
belive,VERB,-,-,-
that,SCONJ,-,-,-
if,SCONJ,-,-,-
I,PRON,-,-,-
get,VERB,-,-,-
into,ADP,-,-,-
the,DET,-,-,-
college,NOUN,-,-,-
now,ADV,-,-,-
",",PUNCT,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
next,ADJ,-,-,-
ten,NUM,-,-,-
years,NOUN,-,-,-
I,PRON,-,-,-
will,AUX,-,-,-
be,AUX,-,-,-
studying,VERB,-,-,-
indef,nonref,indef,,
",",PUNCT,-,-,-
and,CCONJ,-,-,-
when,ADV,-,-,-
I,PRON,-,-,-
finished,VERB,-,-,-
I,PRON,-,-,-
want,VERB,-,-,-
go,VERB,-,-,-
to,ADP,-,-,-
Africa,PROPN,-,-,-
and,CCONJ,-,-,-
help,VERB,-,-,-
the,DET,-,-,-
indef,nonref,indef,,
who,PRON,-,-,-
live,VERB,-,-,-
there,ADV,-,-,-
to,PART,-,-,-
be,AUX,-,-,-
more,ADV,-,-,-
healthly.%%,ADV,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
!,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
'm,AUX,-,-,-
in,ADP,-,-,-
Oslo,PROPN,-,-,-
now,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
All,DET,-,-,-
the,DET,-,-,-
flights,NOUN,-,-,-
were,AUX,-,-,-
ok,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
had,VERB,-,-,-
a,DET,-,-,-
bit,NOUN,-,-,-
problem,NOUN,-,-,-
with,ADP,-,-,-
my,PRON,-,-,-
baggage,NOUN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
ondon,NOUN,-,-,-
def,ref,situational,,
only,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Also,ADV,-,-,-
",",PUNCT,-,-,-
yesterday,NOUN,-,-,-
",",PUNCT,-,-,-
in,ADP,-,-,-
same,ADJ,-,-,-
airport,NOUN,-,-,-
",",PUNCT,-,-,-
my,PRON,-,-,-
flight,NOUN,-,-,-
to,ADP,-,-,-
Oslo,PROPN,-,-,-
was,AUX,-,-,-
delayed,VERB,-,-,-
because,SCONJ,-,-,-
the,DET,-,-,-
def,ref,situational,,
has,AUX,-,-,-
n't,PART,-,-,-
been,AUX,-,-,-
on,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
at,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
My,PRON,-,-,-
presentation,NOUN,-,-,-
at,ADP,-,-,-
European,ADJ,-,-,-
conference,NOUN,-,-,-
was,AUX,-,-,-
appreciated,VERB,-,-,-
very,ADV,-,-,-
much,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
My,PRON,-,-,-
yesterday,NOUN,-,-,-
meeting,NOUN,-,-,-
with,ADP,-,-,-
UK,PROPN,-,-,-
marketing,NOUN,-,-,-
def,ref,situational,,
was,AUX,-,-,-
very,ADV,-,-,-
efficiently,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Now,ADV,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
some,DET,-,-,-
days,NOUN,-,-,-
to,PART,-,-,-
relax,VERB,-,-,-
and,CCONJ,-,-,-
visit,VERB,-,-,-
Norway,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
On,ADP,-,-,-
Sunday,PROPN,-,-,-
I,PRON,-,-,-
will,AUX,-,-,-
fly,VERB,-,-,-
to,ADP,-,-,-
Marseille,PROPN,-,-,-
",",PUNCT,-,-,-
where,ADV,-,-,-
I,PRON,-,-,-
'll,AUX,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
indef,nonref,indef,,
with,ADP,-,-,-
Pierre,PROPN,-,-,-
aRouche,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Best,ADJ,-,-,-
regards,NOUN,-,-,-
",",PUNCT,-,-,-
XXX,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hello,INTJ,-,-,-
",",PUNCT,-,-,-
so,ADV,-,-,-
my,PRON,-,-,-
first,ADJ,-,-,-
time,NOUN,-,-,-
of,ADP,-,-,-
my,PRON,-,-,-
buisnesstrip,NOUN,-,-,-
is,AUX,-,-,-
done,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
def,ref,situational,,
was,AUX,-,-,-
great,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
've,AUX,-,-,-
got,VERB,-,-,-
a,DET,-,-,-
nice,ADJ,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
the,DET,-,-,-
buisness,NOUN,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
Now,ADV,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
sitting,VERB,-,-,-
at,ADP,-,-,-
the,DET,-,-,-
beach,NOUN,-,-,-
",",PUNCT,-,-,-
because,SCONJ,-,-,-
today,NOUN,-,-,-
is,AUX,-,-,-
my,PRON,-,-,-
free,ADJ,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
And,CCONJ,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
going,VERB,-,-,-
to,PART,-,-,-
do,VERB,-,-,-
nothing,PRON,-,-,-
",",PUNCT,-,-,-
all,DET,-,-,-
day,NOUN,-,-,-
long,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
If,SCONJ,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
hungry,ADJ,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
will,AUX,-,-,-
go,VERB,-,-,-
to,ADP,-,-,-
the,DET,-,-,-
beach,NOUN,-,-,-
def,ref,situational,,
",",PUNCT,-,-,-
and,CCONJ,-,-,-
take,VERB,-,-,-
some,DET,-,-,-
sandwitches,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
But,CCONJ,-,-,-
until,ADP,-,-,-
tomorrow,NOUN,-,-,-
I,PRON,-,-,-
've,AUX,-,-,-
got,VERB,-,-,-
the,DET,-,-,-
best,ADJ,-,-,-
def,ref,situational,,
!,PUNCT,-,-,-
-,-,-,-,-
Tomorrow,NOUN,-,-,-
morning,NOUN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
to,PART,-,-,-
go,VERB,-,-,-
back,ADV,-,-,-
to,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
and,CCONJ,-,-,-
start,VERB,-,-,-
my,PRON,-,-,-
new,ADJ,-,-,-
promotion,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
It,PRON,-,-,-
will,AUX,-,-,-
be,AUX,-,-,-
very,ADV,-,-,-
stressfull,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
So,ADV,-,-,-
my,PRON,-,-,-
dear,ADJ,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
hope,VERB,-,-,-
you,PRON,-,-,-
've,AUX,-,-,-
got,VERB,-,-,-
a,DET,-,-,-
nice,ADJ,-,-,-
day,NOUN,-,-,-
too,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
See,VERB,-,-,-
you,PRON,-,-,-
soon,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Today,NOUN,-,-,-
is,AUX,-,-,-
Friday,PROPN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
arrived,VERB,-,-,-
at,ADP,-,-,-
the,DET,-,-,-
London,PROPN,-,-,-
airport,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
A,DET,-,-,-
partiicularly,ADV,-,-,-
officious,ADJ,-,-,-
young,ADJ,-,-,-
Customs,PROPN,-,-,-
Officer,PROPN,-,-,-
clearly,ADV,-,-,-
regared,VERB,-,-,-
me,PRON,-,-,-
as,ADP,-,-,-
a,DET,-,-,-
indef,pred/prop,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
He,PRON,-,-,-
went,VERB,-,-,-
through,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
with,ADP,-,-,-
great,ADJ,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
A,DET,-,-,-
few,ADJ,-,-,-
minutes,NOUN,-,-,-
later,ADV,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
able,ADJ,-,-,-
to,PART,-,-,-
hurry,VERB,-,-,-
away,ADV,-,-,-
with,ADP,-,-,-
precious,ADJ,-,-,-
chalk,NOUN,-,-,-
indef,ref,indef,,
on,ADP,-,-,-
my,PRON,-,-,-
baggage,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
made,VERB,-,-,-
to,PART,-,-,-
feel,VERB,-,-,-
guilty,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Tomorrow,NOUN,-,-,-
I,PRON,-,-,-
should,AUX,-,-,-
have,AUX,-,-,-
gone,VERB,-,-,-
to,ADP,-,-,-
Pairs,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Because,ADP,-,-,-
of,ADP,-,-,-
this,PRON,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
do,AUX,-,-,-
n't,PART,-,-,-
want,VERB,-,-,-
to,PART,-,-,-
go,VERB,-,-,-
abroad,ADV,-,-,-
again,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
Mary,PROPN,-,-,-
!,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
just,ADV,-,-,-
let,VERB,-,-,-
you,PRON,-,-,-
know,VERB,-,-,-
how,ADV,-,-,-
was,AUX,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
with,ADP,-,-,-
Sally,PROPN,-,-,-
Cassidy,PROPN,-,-,-
",",PUNCT,-,-,-
the,DET,-,-,-
GXC,PROPN,-,-,-
VP,PROPN,-,-,-
",",PUNCT,-,-,-
did,AUX,-,-,-
you,PRON,-,-,-
remember,VERB,-,-,-
?,PUNCT,-,-,-
-,-,-,-,-
Last,ADJ,-,-,-
night,NOUN,-,-,-
we,PRON,-,-,-
went,VERB,-,-,-
a,DET,-,-,-
such,ADJ,-,-,-
good,ADJ,-,-,-
indef,ref,indef,,
and,CCONJ,-,-,-
she,PRON,-,-,-
paid,VERB,-,-,-
all,DET,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
insist,VERB,-,-,-
but,CCONJ,-,-,-
",",PUNCT,-,-,-
she,PRON,-,-,-
really,ADV,-,-,-
wanted,VERB,-,-,-
to,PART,-,-,-
pay,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
During,ADP,-,-,-
the,DET,-,-,-
dinner,NOUN,-,-,-
",",PUNCT,-,-,-
she,PRON,-,-,-
told,VERB,-,-,-
me,PRON,-,-,-
that,SCONJ,-,-,-
they,PRON,-,-,-
want,VERB,-,-,-
to,PART,-,-,-
increase,VERB,-,-,-
indef,nonref,indef,,
from,ADP,-,-,-
us,PRON,-,-,-
by,ADP,-,-,-
20,NUM,-,-,-
%,SYM,-,-,-
",",PUNCT,-,-,-
we,PRON,-,-,-
reviewed,VERB,-,-,-
the,DET,-,-,-
last,ADJ,-,-,-
year,NOUN,-,-,-
results,NOUN,-,-,-
and,CCONJ,-,-,-
the,DET,-,-,-
def,ref,situational,,
is,AUX,-,-,-
growing,VERB,-,-,-
fast,ADV,-,-,-
as,ADP,-,-,-
our,PRON,-,-,-
relationship,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
personally,ADV,-,-,-
believe,VERB,-,-,-
that,SCONJ,-,-,-
they,PRON,-,-,-
are,AUX,-,-,-
very,ADV,-,-,-
happy,ADJ,-,-,-
about,ADP,-,-,-
our,PRON,-,-,-
currently,ADV,-,-,-
services,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
She,PRON,-,-,-
said,VERB,-,-,-
that,SCONJ,-,-,-
she,PRON,-,-,-
would,AUX,-,-,-
like,VERB,-,-,-
to,PART,-,-,-
arrange,VERB,-,-,-
another,DET,-,-,-
meeting,NOUN,-,-,-
soon,ADV,-,-,-
with,ADP,-,-,-
all,DET,-,-,-
our,PRON,-,-,-
department,NOUN,-,-,-
to,PART,-,-,-
talk,VERB,-,-,-
about,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
",",PUNCT,-,-,-
Mr.,PROPN,-,-,-
Pupkin,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
have,AUX,-,-,-
just,ADV,-,-,-
returned,VERB,-,-,-
from,ADP,-,-,-
my,PRON,-,-,-
business,NOUN,-,-,-
trip,NOUN,-,-,-
to,ADP,-,-,-
Moscow,PROPN,-,-,-
where,ADV,-,-,-
I,PRON,-,-,-
discussed,VERB,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
of,ADP,-,-,-
our,PRON,-,-,-
new,ADJ,-,-,-
product,NOUN,-,-,-
with,ADP,-,-,-
our,PRON,-,-,-
partners,NOUN,-,-,-
from,ADP,-,-,-
VK,PROPN,-,-,-
td,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Unfortunatly,ADV,-,-,-
I,PRON,-,-,-
wish,VERB,-,-,-
I,PRON,-,-,-
had,VERB,-,-,-
better,ADJ,-,-,-
indef,nonref,indef,,
for,ADP,-,-,-
you,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
As,SCONJ,-,-,-
you,PRON,-,-,-
know,VERB,-,-,-
they,PRON,-,-,-
are,AUX,-,-,-
not,PART,-,-,-
meeting,VERB,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
Now,ADV,-,-,-
they,PRON,-,-,-
behind,ADP,-,-,-
schedule,NOUN,-,-,-
for,ADP,-,-,-
two,NUM,-,-,-
weeks,NOUN,-,-,-
but,CCONJ,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
is,AUX,-,-,-
worse,ADJ,-,-,-
than,SCONJ,-,-,-
we,PRON,-,-,-
thought,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
def,ref,anaphoric,,
has,VERB,-,-,-
financial,ADJ,-,-,-
indef,ref,indef,,
with,ADP,-,-,-
their,PRON,-,-,-
counterparts,NOUN,-,-,-
and,CCONJ,-,-,-
it,PRON,-,-,-
is,AUX,-,-,-
supposed,VERB,-,-,-
that,SCONJ,-,-,-
they,PRON,-,-,-
can,AUX,-,-,-
not,PART,-,-,-
pay,VERB,-,-,-
for,ADP,-,-,-
their,PRON,-,-,-
debts,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
think,VERB,-,-,-
if,SCONJ,-,-,-
we,PRON,-,-,-
want,VERB,-,-,-
to,PART,-,-,-
fast,ADV,-,-,-
-,PUNCT,-,-,-
track,VERB,-,-,-
our,PRON,-,-,-
project,NOUN,-,-,-
and,CCONJ,-,-,-
meet,VERB,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
we,PRON,-,-,-
have,VERB,-,-,-
to,PART,-,-,-
find,VERB,-,-,-
a,DET,-,-,-
new,ADJ,-,-,-
indef,nonref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
Best,ADJ,-,-,-
regards,NOUN,-,-,-
-,-,-,-,-
,,,,
Hey,INTJ,-,-,-
Dear,ADJ,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
at,ADP,-,-,-
the,DET,-,-,-
departure,NOUN,-,-,-
def,ref,explanatory,,
of,ADP,-,-,-
Oslo,PROPN,-,-,-
airport,NOUN,-,-,-
right,ADV,-,-,-
now,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
going,VERB,-,-,-
to,PART,-,-,-
fly,VERB,-,-,-
to,ADP,-,-,-
Marseille,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
plan,VERB,-,-,-
to,PART,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
indef,nonref,indef,,
with,ADP,-,-,-
pierre,PROPN,-,-,-
Larouche,PROPN,-,-,-
at,ADP,-,-,-
12,NUM,-,-,-
pm,NOUN,-,-,-
on,ADP,-,-,-
Monday,PROPN,-,-,-
",",PUNCT,-,-,-
the,DET,-,-,-
June,PROPN,-,-,-
8th,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Then,ADV,-,-,-
I,PRON,-,-,-
will,AUX,-,-,-
take,VERB,-,-,-
air,NOUN,-,-,-
plane,NOUN,-,-,-
to,ADP,-,-,-
Madrid,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
still,ADV,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
indef,ref,indef,,
with,ADP,-,-,-
star,NOUN,-,-,-
sales,NOUN,-,-,-
indef,ref,indef,,
at,ADP,-,-,-
11,NUM,-,-,-
am,NOUN,-,-,-
on,ADP,-,-,-
Tuesday,PROPN,-,-,-
the,DET,-,-,-
June,PROPN,-,-,-
9th,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
'll,AUX,-,-,-
be,AUX,-,-,-
back,ADV,-,-,-
to,PART,-,-,-
work,VERB,-,-,-
at,ADP,-,-,-
New,ADJ,-,-,-
York,PROPN,-,-,-
def,ref,indef,,
on,ADP,-,-,-
thursday,PROPN,-,-,-
the,DET,-,-,-
June,PROPN,-,-,-
11th,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
See,VERB,-,-,-
you,PRON,-,-,-
soon,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Man,NOUN,-,-,-
-,-,-,-,-
,,,,
By,ADP,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
I,PRON,-,-,-
went,VERB,-,-,-
to,ADP,-,-,-
Berlin,PROPN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
called,VERB,-,-,-
our,PRON,-,-,-
client,NOUN,-,-,-
Mr.,PROPN,-,-,-
Miller,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
So,ADV,-,-,-
we,PRON,-,-,-
met,VERB,-,-,-
us,PRON,-,-,-
yesterday,NOUN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
evening,NOUN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
near,ADP,-,-,-
the,DET,-,-,-
Brandenburg,PROPN,-,-,-
Gate,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
def,ref,anaphoric,,
was,AUX,-,-,-
really,ADV,-,-,-
necessary,ADJ,-,-,-
",",PUNCT,-,-,-
he,PRON,-,-,-
told,VERB,-,-,-
me,PRON,-,-,-
",",PUNCT,-,-,-
our,PRON,-,-,-
projekt,NOUN,-,-,-
is,AUX,-,-,-
three,NUM,-,-,-
weeks,NOUN,-,-,-
behind,ADP,-,-,-
the,DET,-,-,-
schedule,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
good,ADJ,-,-,-
def,ref,situational,,
are,AUX,-,-,-
",",PUNCT,-,-,-
he,PRON,-,-,-
will,AUX,-,-,-
fast,ADV,-,-,-
tracking,VERB,-,-,-
it,PRON,-,-,-
and,CCONJ,-,-,-
his,PRON,-,-,-
employees,NOUN,-,-,-
will,AUX,-,-,-
work,VERB,-,-,-
7,NUM,-,-,-
days,NOUN,-,-,-
a,DET,-,-,-
week,NOUN,-,-,-
until,SCONJ,-,-,-
it,PRON,-,-,-
is,AUX,-,-,-
wrap,VERB,-,-,-
up,ADP,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
We,PRON,-,-,-
aggred,VERB,-,-,-
to,PART,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
daily,ADJ,-,-,-
indef,nonref,indef,,
via,ADP,-,-,-
e,NOUN,-,-,-
-,PUNCT,-,-,-
mail,NOUN,-,-,-
until,SCONJ,-,-,-
he,PRON,-,-,-
is,AUX,-,-,-
back,ADV,-,-,-
on,ADP,-,-,-
track,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
As,ADV,-,-,-
soon,ADV,-,-,-
as,SCONJ,-,-,-
he,PRON,-,-,-
has,AUX,-,-,-
delivered,VERB,-,-,-
",",PUNCT,-,-,-
we,PRON,-,-,-
give,VERB,-,-,-
him,PRON,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
def,ref,anaphoric,,
in,ADP,-,-,-
this,DET,-,-,-
restaurant,NOUN,-,-,-
was,AUX,-,-,-
again,ADV,-,-,-
a,DET,-,-,-
indef,pred/prop,indef,,
and,CCONJ,-,-,-
when,ADV,-,-,-
we,PRON,-,-,-
were,AUX,-,-,-
together,ADV,-,-,-
in,ADP,-,-,-
Berlin,PROPN,-,-,-
",",PUNCT,-,-,-
we,PRON,-,-,-
should,AUX,-,-,-
enjoy,VERB,-,-,-
the,DET,-,-,-
def,ref,situational,,
",",PUNCT,-,-,-
the,DET,-,-,-
def,ref,situational,,
and,CCONJ,-,-,-
the,DET,-,-,-
def,ref,situational,,
there,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
Tnia,PROPN,-,-,-
",",PUNCT,-,-,-
how,ADV,-,-,-
are,AUX,-,-,-
you,PRON,-,-,-
?,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
hope,VERB,-,-,-
fine,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
arrived,VERB,-,-,-
well,ADV,-,-,-
in,ADP,-,-,-
Washington,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
My,PRON,-,-,-
flight,NOUN,-,-,-
was,AUX,-,-,-
non,ADV,-,-,-
-,PUNCT,-,-,-
stop,VERB,-,-,-
",",PUNCT,-,-,-
but,CCONJ,-,-,-
the,DET,-,-,-
def,ref,situational,,
was,AUX,-,-,-
so,ADV,-,-,-
bad,ADJ,-,-,-
that,SCONJ,-,-,-
we,PRON,-,-,-
must,AUX,-,-,-
stop,VERB,-,-,-
in,ADP,-,-,-
Miami,PROPN,-,-,-
first,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
We,PRON,-,-,-
stayed,VERB,-,-,-
in,ADP,-,-,-
def,ref,situational,,
about,ADV,-,-,-
three,NUM,-,-,-
hours,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
You,PRON,-,-,-
do,AUX,-,-,-
n't,PART,-,-,-
know,VERB,-,-,-
how,ADV,-,-,-
Washington,PROPN,-,-,-
is,AUX,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
visit,VERB,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
near,ADP,-,-,-
here,ADV,-,-,-
and,CCONJ,-,-,-
probably,ADV,-,-,-
",",PUNCT,-,-,-
tomorrow,NOUN,-,-,-
morning,NOUN,-,-,-
",",PUNCT,-,-,-
we,PRON,-,-,-
'll,AUX,-,-,-
visit,VERB,-,-,-
the,DET,-,-,-
White,ADJ,-,-,-
House,PROPN,-,-,-
and,CCONJ,-,-,-
then,ADV,-,-,-
go,VERB,-,-,-
to,ADP,-,-,-
shopping,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
def,ref,situational,,
is,AUX,-,-,-
very,ADV,-,-,-
beaultiful,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
It,PRON,-,-,-
's,AUX,-,-,-
in,ADP,-,-,-
front,NOUN,-,-,-
of,ADP,-,-,-
White,ADJ,-,-,-
House,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
'll,AUX,-,-,-
send,VERB,-,-,-
some,DET,-,-,-
photos,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Bye,INTJ,-,-,-
!,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
",",PUNCT,-,-,-
Mr.,PROPN,-,-,-
Alex,PROPN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
some,DET,-,-,-
very,ADV,-,-,-
positive,ADJ,-,-,-
def,ref,anaphoric,,
and,CCONJ,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
some,DET,-,-,-
bad,ADJ,-,-,-
def,ref,anaphoric,,
",",PUNCT,-,-,-
too,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Well,INTJ,-,-,-
",",PUNCT,-,-,-
let,VERB,-,-,-
's,PRON,-,-,-
start,VERB,-,-,-
with,ADP,-,-,-
the,DET,-,-,-
bad,ADJ,-,-,-
def,ref,situational,,
",",PUNCT,-,-,-
first,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
news,NOUN,-,-,-
def,ref,situational,,
did,AUX,-,-,-
n't,PART,-,-,-
like,VERB,-,-,-
the,DET,-,-,-
def,ref,situational,,
and,CCONJ,-,-,-
they,PRON,-,-,-
're,AUX,-,-,-
thinking,VERB,-,-,-
about,ADP,-,-,-
go,VERB,-,-,-
out,ADP,-,-,-
of,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
good,ADJ,-,-,-
news,NOUN,-,-,-
now,ADV,-,-,-
:,PUNCT,-,-,-
First,ADV,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
had,VERB,-,-,-
a,DET,-,-,-
indef,ref,indef,,
with,ADP,-,-,-
the,DET,-,-,-
